at,content,score,userName
2023-08-25 15:30:59,"Salut sama apk AI satu ini salah satu yang membikin aku suka dari apk ini adalah bisa membuat cerita yang sambung menyambung dan terus menerus tanpa henti mau sampai ratusan part maupun episode dan season dan ya cerita cerita ini bisa juga di sesuai dengan kemauan kita sendiri mau tokoh nya siapa namanya mau kek mana ciri fsik karakter kek mana bisa kita atur atur sendiri cerita nya sangat sesuai dengan imajinasi GOOD JOB ChatGPT, dulu hanya bisa dibayangkan sekarang bisa di baca secara lisan",5,Bara SkyNight
2023-08-25 14:14:26,Seperti bertanya dengan teman...,5,Iman Sulaeman
2023-08-25 11:59:28,Terima kasih ChatGPT 🚥,5,Ray Andika (Rayka)
2023-08-25 09:52:53,Sangat bermanfaat untuk orang yg sulit bertanya langsung kepada orang lain secara kritis.,5,nurholis marshall
2023-08-25 09:42:09,"Sangat membantu tugas dan motivasi,tutorial, DLL Terimakasih Chat GPT",5,Akmal Rizqi Naim
2023-08-25 04:06:52,sangat membantuu bngttttttttt🤩😍😍😍😍,5,Anisyah Astriasari
2023-08-25 02:59:05,Keren,5,Juli Ardi
2023-08-25 02:51:53,Fast respond,5,Sujud Budi
2023-08-25 01:03:43,kami ingin Chat GPT 4.0 yang lebih baru & interaktif,5,Pathetic Art Studio
2023-08-25 00:04:33,"update aplikasi kamu, sampai pengetahuan 2023. aplikasimu terhenti di September 2021",4,andika sofyan
2023-08-25 00:02:11,Very helpful! ⭐⭐⭐⭐⭐,5,Karenhapukh .s.
2023-08-25 00:01:24,rawr,5,y kyyyaa
2023-08-24 23:36:22,"Terima kasih untuk fitur gratis/free nya sangat membantu. Buat kalian yang gagal registrasi atau sign up coba kalian buat akun di web resmi nya baru login ke aplikasi ini. Plis nanti jangan hilang kan fitur gratis/free, ini sangat membantu good job OpenAI.",5,Amazon Merah
2023-08-24 18:07:00,Good,4,Prio Oetomo Josopranoto
2023-08-24 15:03:52,bisa menambah wawasan,5,okta gram
2023-08-24 14:25:55,Saya kasih pertanyaan dijawap layak nya manusia tingkat kan lagi 😀👍,5,Peyol CahayaMahendra9111
2023-08-24 14:06:31,Kapan pengetahuan AI nya diperbaharui? Karena AInya bilang jika pengetahuannya terakhir diperbaharui pada 21 September 2021 . Saya harap developer bisa memperbaharui pengetahuan Sang AI ya. Jika sudah diperbaharui saya akan tambah 1 bintang menjadi 5 bintang woke?,4,XI.8_ Varrel Wira Yudha
2023-08-24 12:40:53,mantap,4,KANGMAS
2023-08-24 06:34:00,Gooood,5,Hafiz Difanza
2023-08-24 05:52:47,keren cuyy,5,Wira Satria Wibawa
2023-08-24 05:08:25,MANTAP,5,Wahyu Dwi
2023-08-24 04:13:08,Good,5,Abu Hilmi Rusman
2023-08-24 03:25:09,saya suka ini,5,Julius surfnet
2023-08-24 00:54:09,Kerenn bngttt pkonyaa,5,Dafkev kea
2023-08-23 22:13:10,Salah satu aplikasi terbaik di era ini,5,Risya Muttaqien
2023-08-23 19:36:02,Sungkem sama sepuh AI🙏,5,Soffan Ulin Nuha
2023-08-23 19:32:59,"Kenapa saya tidak bisa login di aplikasi ini, sudah berulang kali login dengan email, akkun google tetap tidak ada respon.. Apa solusinya?",1,Supra Ex
2023-08-23 15:13:08,sangat sangat membantu saya baik dalam mengerjakan tugas maupun menanyakan hal hal lain,5,Afgan Toha. S
2023-08-23 15:00:18,keren,5,Mahruf Limbong
2023-08-23 11:07:27,Good app,4,Agus Togatorop
2023-08-23 08:48:26,fitur premiumnya mahal banget,4,2nd 2nd
2023-08-23 07:44:18,kereeen,5,Muhammad Rizky
2023-08-23 07:22:13,bagussss!!,5,Uus Hernawan
2023-08-23 07:06:16,baik,5,ernawati enna
2023-08-23 06:36:16,gooodddddd,5,Wita Rosita
2023-08-23 06:02:56,sangat membantu,5,Dodik Wahyudi
2023-08-23 05:46:33,is the best,5,Nals sidabuke
2023-08-23 05:30:15,"sangat bagus,dan sangat membantu,terimakasih open ai 🗣️💯💯",5,Afrian Kugisaki
2023-08-23 04:24:21,Boombastic,5,AfanHnBi_54
2023-08-23 03:57:08,The best,5,Yodan Arsyad
2023-08-22 19:06:17,"Sukaa bgt sama chat Gpt yang ORI, sudah ada di Play Store 💙💙😁",5,Skyblue craft
2023-08-22 13:41:27,kerja sama,5,Gangsing Dellvine
2023-08-22 13:21:46,AI nya bagus nya sangat membantu:),5,Z GAME GAMING
2023-08-22 12:12:01,bagaimana mengajarkan persamaan kuadrat yang praktis bagi siswA KELAS 9 SMP,5,safruddin sadaralam
2023-08-22 10:51:02,Sangat sangat membantu sekali Terimakasih AI,5,Qwp Qwe
2023-08-22 10:41:17,Tidak seperti whatsapp kalau chat di sini lama kelamaan akan hilang dan ulangin lagi dari awal mohon perbaiki,2,Ahmad Efendi
2023-08-22 09:46:11,Bagus 😁,5,Raft Science
2023-08-22 06:59:23,gg,5,Ahmad Naufal Faruq
2023-08-22 05:56:45,Keren,5,Haeral Ansari
2023-08-22 04:02:20,"sangat membantu dalam menyelesaikan masalah,maupun dari pelajaran,atau hal lainnya, kekurangan nya hanya batas 2 jam,dan batas pengetahuan 2021",5,fαɾнawc
2023-08-22 03:40:20,"aplikasi yang bagus, sangat membantu 😍",5,Him Mmye
2023-08-22 03:09:45,Mantap benar aplikasi sangat membantu,5,eby tapilahuwane
2023-08-22 02:43:09,trimkasih sangat membatu saya 🙏🙏🙏🙏🙏👍👍👍👍👍👍👍😁,5,Kafi Khoirudin
2023-08-22 01:01:11,Keren,5,sidiq rojali
2023-08-22 00:12:11,Chat gpt belum tentu benar 100% nilai saya 75 karna liat chat gpt.,3,Shazwan 23
2023-08-22 00:03:04,"The Bot knowledge is very broad, I like this :)",5,Vizz
2023-08-21 17:33:36,"Saya harap sekarang dan seterusnya tidak ada batasan dalam hal bertanya kepada AI, saya tidak mau aplikasi ini seperti apliaksi AI yg lain dimana mereka membatasi pertanyaan yg diajukan setiap harinya dan hanya bisa menggunakan premium agar bisa bertanya tanpa batas",5,Malik Fajar
2023-08-21 16:37:32,Bagus banget,5,Adinda Ifranida
2023-08-21 14:09:21,sangat membantu masalah dikehidupam sehari hari,5,Fatih Fawwaz Albanna
2023-08-21 13:22:16,"wow, kaget saya ternyata teknologi nya di luar nurul😁😁",5,Muhammad Zhorif
2023-08-21 13:18:00,kereeen kaaaalliiiii,5,pasar forex
2023-08-21 12:26:51,"Ini baru aplikasi chatgpt yang asli buatan open ai. Gak kayak aplikasi yang lain, bawa-bawa nama chatgpt tau-taunya gadungan 😂😂",5,R.P K A
2023-08-21 11:12:04,Good,5,Faisal Kasim
2023-08-21 09:43:36,Best,5,Rafhael
2023-08-21 07:12:32,Baik,4,Ildeberto Costa
2023-08-21 04:47:38,Sangat mudah digunakan dan kerja lebih cepat.,5,Syaifuddin Naim
2023-08-21 03:05:24,terbaik,5,Khairil anwar Dabutar
2023-08-21 02:23:15,"Masya Allah, sangat bagus",5,Yusuf Agency Jogjakarta
2023-08-20 13:51:44,ChatGPT sangat membantu memecahkan masalah dalam berbagai bidang ilmu pengetahuan,5,sudrajat ajat
2023-08-20 13:17:55,sangat berguna untuk kebutuhan sehari-hari maupun mendatang,5,Angga Sudana
2023-08-20 03:37:58,bagus,5,Muhammad Deedat Fatihissalam
2023-08-20 00:56:33,"nice, i love it",4,Syifana Ayu Prashintiya
2023-08-19 16:02:49,good,5,Achmad Afandy
2023-08-19 13:53:46,akurat,5,JETX
2023-08-19 09:02:01,Wow.... Luar biasa 👍😍,5,Dana
2023-08-19 09:01:43,mantap,5,Fachry Razka Wiratama
2023-08-19 07:45:30,Good but why did the history chat dissapear,5,Tuner Indo
2023-08-19 04:57:13,"sangat asik, seperti layaknya manusia",5,Yudha Gamerz•099
2023-08-19 04:54:51,Terlalu konservatif peringatan pelanggaran policy-nya,4,Feli Yulita
2023-08-19 04:37:32,Sangat mudah mencari informasi . Dan setiap kekurangan pasti ada kelebihan,5,Rapi Da
2023-08-19 00:02:55,sangat membantu kuuu sekaliii,5,Raymirza Ismail
2023-08-18 17:41:41,"This is the good app!!! Very useful for life! Hope the creators get the ongoing good deeds, amal jariyah!",5,Fajri Rido
2023-08-18 13:02:09,Good Project ...mudah dan ringkas dalam menemukan jawaban dan solusi dlm kehidupan kita sehari2 ...tks chatgpt 🥰🙏,5,Donny Lukman
2023-08-18 00:36:04,I hope ai still growing so fast,5,Zidane AL
2023-08-17 22:02:27,"Aplikasi simple yang sangat bermanfaat! Thanks for app, semoga kedepannya makin berkembang dan memberikan banyak manfaatnya. Good job",4,kang li chanel
2023-08-17 20:54:15,Luar Biasa Aplikasi Ini.,5,Sri Wahyuni
2023-08-17 09:11:09,membantu tugasku(walau matematika ada yang meleset),4,Skull 501
2023-08-17 08:59:35,sangat bagus,5,Dimas Firman
2023-08-17 08:34:33,sangat membantu pekerjaan saya,5,Rudi Cuan
2023-08-17 06:39:08,Sangat Membantu Terutama Dalam Urusan Buatkan Sebuah Do'a,5,Ilham Fadjrin
2023-08-17 06:12:47,Suka banget sama aplikasinya. Hasil yang ditampilkan dari pertanyaannya sangat akurat 95%. Dapat mempermudah dalam pengerjaan ringkasan dan opini2 yg kadang simpang siur. Thank u untuk aplikasinya.,5,"Arifhin, Tamin"
2023-08-17 05:39:52,gg,5,Cer yy
2023-08-17 03:53:12,"sangat membantu sekali, terimakasih untuk manusia yang membuat AI ini. love u so much💓",5,Timothy Christian Prasetyo
2023-08-16 20:38:09,"keren, canggih 👍",5,Bambang Suhandono
2023-08-16 18:28:50,Nice,5,Rimbun Nan Hijau Logistik
2023-08-16 12:12:53,Bintang 1 dulu nanti kalau beneran bagus aku tambah bintangnya,1,Reza Ica
2023-08-16 11:07:42,kerja bagus,5,Farhan Arsyah
2023-08-16 11:00:24,Sangatt suka..seperti punya teman curhat😊😊😍ChatGPT KEREN.,5,Asep Saputra
2023-08-16 10:13:03,Pengetahuan cuman sampai 2021,2,Ayil Musa
2023-08-16 03:32:04,"Apk nya bagus mungkin yang kurang itu cuma pengetahuan yg terbatas di September 2021 serta, tolong next update kasih fitur web, gambar dll 👍",5,Muhammad Tesya Abdullah
2023-08-16 01:12:01,"bagus, sangat membantu",5,Sabihun Nahar
2023-08-15 17:32:04,"this is awesome, This is incredible, the design is very lightweight and user-friendly very dynamic, I hope stays way ❤️",5,Rizki Jamus Wijaya
2023-08-15 15:27:14,AI paling ter best yg pernah ada,5,Iqbal Hisam
2023-08-15 13:26:17,Usefully used.,5,Karelst Reynata
2023-08-15 06:42:44,Mantap,5,Orang Biasa
2023-08-15 06:30:39,"responsible oke, unik",5,Hadad Maulana
2023-08-15 04:58:27,mantap,5,Isak Krestian Budi
2023-08-15 04:12:21,Very helpful in daily needs,5,Raihan Noviansyah
2023-08-15 03:04:35,Very useful,5,13 Adi Sanjaya XIIIPS1
2023-08-14 17:26:08,i love this app,5,Ahmad Paozi
2023-08-14 15:26:58,yess i love technologi,5,Arfa Alghiffari
2023-08-14 13:37:51,aplikasi yg sangat keren dan sangat membantu,5,Karan Arkana Suroso
2023-08-14 13:21:57,"very good, i will give 4 stars, maybe i will give 5 stars",4,Gilang Gumilang
2023-08-14 12:52:16,Wow,5,Jhonatan Riscky Setiawan
2023-08-14 12:22:44,aku suka...aku suka.....,5,Yety Tryani
2023-08-14 12:05:08,Kemampuan ia yang luar biasa mau sesulit apapun pertanyaannya ia dengan mudah menjawab terimakasih chatgpt,5,Deva Pratama
2023-08-14 04:13:12,sangat membantu,5,Abu Khaalish
2023-08-13 22:25:24,keren,5,Iqi TheVillain
2023-08-13 20:56:06,sangat bagus sesui dengan keinginan palajaran,5,Alun Pertiwi
2023-08-13 12:24:16,bagus banget cuma tidak bisa kasih jawaban dengan foto atau memberi soal atau apapun dengan foto semoga kedepannya bisa mengirim sesuatu dengan foto.,5,Adam Satria wibawa
2023-08-13 11:45:59,"Overall good, apk ringan, sangat membantu dan sangat mudah untuk dioperasikan. Mudah²an dimasa yg akan datang ChatGPT dapat mengimput opsi lain seperti gambar atau video.",5,019_Ichsanudin Sastra
2023-08-13 10:57:56,"sudah sangat bagus, namun setiap jawaban masih tersa sedikit kaku namun itu bisa diperbaiki",4,Rizki
2023-08-13 05:13:49,topppp,5,Ryanda krisna gandhita
2023-08-13 04:35:56,Saya sangat sangat kecewa dengan aplikasi ini!!! Saya mencoba untuk registrasi tetapi ada saja hal yang membuat ini lebih sulit! Padahal saya menggunakan aplikasi ini untuk mempermudah hidup tetapi malah mempersulit hidup. Registrasinya sangat merepotkan!,1,sekar sari
2023-08-13 01:30:00,Good 👍free👍,5,dmg 0007
2023-08-12 11:22:15,walaupun banyak aplikasi chatgpt namun yang offici jauh lebih baik,5,Rizky Dwi Saputra
2023-08-12 11:03:56,"ChatGPT versi app jelek amat, gak sebaik versi web. Jawaban di aplikasi cenderung pada kesimpulan dan jawaban singkat, gk sedetail dan seinformatif versi web.",1,Dhimas Thoriq Purwanto
2023-08-12 10:09:51,Good,5,Meliyani Anastasya
2023-08-12 05:29:09,makasihh,5,Essel Official
2023-08-11 23:07:50,keren,5,intan Maulida Joisangadji
2023-08-11 20:50:14,thx,5,Joe Satrio's
2023-08-11 16:25:17,Ok,5,Wira “Day'Z” Ksatriadjie
2023-08-11 15:46:55,gpt 4 ada gk ya,5,b o r n 30
2023-08-11 15:33:14,sangat berguna dan bermanfaat,5,Faris Jhatisunda
2023-08-11 12:32:24,Sangat berguna dan bermanfaat Sudah saya coba dan bekerja dengan semestinya Semoga untuk pengguna gratisan seperti saya terus bisa menikmati fiturnya Walau tidak ada penambahan fitur setidaknya fiturnya tetap sama seperti sekarang Kalau bisa sih ada tambahan teks ke gambar Tapi begini saja sudah cukup Terimakasih,5,Riantomen Bocel
2023-08-11 07:00:41,Nice!! Very useful,5,Muhamad Akbar Fauzan
2023-08-11 06:07:19,app ini sangat membantu sekali...memudahkan para conten creatif untuk mendapatkan ide ide yg positif,5,Mr. Acho
2023-08-11 01:57:46,Bagus,5,Samsung Medan
2023-08-11 01:53:24,Mantap,5,Rey
2023-08-10 23:37:08,benar2 bs diandalkan utk menopang khidupan,5,Moch Cholik
2023-08-10 19:30:16,Nipu,1,Goldies Sinema Indo
2023-08-10 13:45:33,Cukup membantu dalam mencari kosakata,5,Amir Machmud
2023-08-10 13:18:36,Nice,5,Raphael Liebert
2023-08-10 13:14:50,bagus sekalih,5,fillendl
2023-08-10 13:09:28,"Please support subscription through google play, thx",5,Andrew A
2023-08-10 12:03:17,best ai,5,Fr Andreas
2023-08-10 10:46:13,100/10,5,Terri Mama
2023-08-10 03:32:59,"IS IT SAFE? How can you make sure that it is safe to users? We are installing AI in personal phone. Some dumb users may put sensitive information into the chat, or share their personal thought in politics, etc. The AI can collect these data, map the network locations, and 'play' with it.",1,Arif Masmawi
2023-08-10 01:58:32,"Mayan lah tapi sayangnya gk ada lisensi buat lirik lagu kayak waiting for love dan see you again, tapi overall ini bagus dan sangat membantu",5,Saputra Adit (Ditt)
2023-08-10 01:28:45,Very useful,5,Achmad Ramdhani
2023-08-09 21:10:27,"Saya masih tidak dapat melakukan login. Saya memiliki kecepatan internet yang saya yakin itu lebih dari cukup. Saya hanya memiliki satu perangkat, dan itu kompitabel. Saat melakukan login dengan google, saya memilih akun lalu menekannya, pemuatan login sangat lama , itu benar benar membuang waktu saya.",1,Kak Dyo
2023-08-09 17:54:37,like,5,sulfia putri
2023-08-09 15:39:41,"chat nya bekerja dengan baik terimakasih atas aplikasinya, ini sangat membantu",5,vibur254
2023-08-09 15:00:12,Aplikasi yg sangat membantu terima kasih.,5,Ivan Jatnika
2023-08-09 13:38:00,Sangat membantu👍,5,Si Pedo
2023-08-09 04:57:33,Bagus banget apk nya tapi mohon kedepannya untuk ditambahkan fitur untuk gambar/foto,5,Wahyu Krisna Dinata
2023-08-09 03:49:00,Teopebegete 👍👍👍👍👍👍,5,Redmi Tujuh
2023-08-08 22:05:29,"Sangat membantu, tapi tolong berbayar dan diberi limit perhari saja agar tidak banyak yang memakai dan menyalahgunakannya",5,Keyz
2023-08-08 14:45:43,"Sangat bagus, luar biasa, maunya jadi asisten pengganti google bisa?",5,ACHIMNORTU
2023-08-08 06:21:05,"Keren sekali, banyak membantu masalah yang dihadapi",5,Zainal Arifin
2023-08-08 05:44:45,Great,5,Mardinisme Project
2023-08-08 04:57:51,makasih chat GPT... semua informasi terasa lebih mudah,5,Harija Sadewa
2023-08-08 01:20:19,"G bisa login muncul "" A compatible browser for login was not found . Please install Google Chrome or another supported browser ...... "" Padahal aku udah ada Google Chrome versi terbaru dan Opera tapi masih tidak bisa.",1,Yuuki Alice
2023-08-07 14:51:08,"Aplikasinya bagus tapi yang kurang itu,nggak diupdate karena itu aplikasinya nggak terlalu berguna",4,Muh Maulana Ardiansyah
2023-08-07 14:47:39,Bagus banget 👍👍👍👍👍,5,Redmi Note7
2023-08-07 09:54:24,"Setelah menggunakan sekian lama, nampaknya chat gpt masih jauh dari harapan pemakai. 1. Sering memberikan jawaban yang salah. 2. Jawaban mudah diarahkan/ dijebak oleh penanya, akibatnya menghasilkan jawaban yang konyol. 3. Untuk soal berbasis hitungan 9 dari 10 pertanyaan jawabannya SALAH. 4. Jika dilakukan generate maka pertanyaan matematika akan memiliki jawaban yang berbeda beda. Kesimpulan: CHATGPT BELUM SIAP DIPERGUNAKAN. LEBIH BAGUS BARD AI GOOGLE( WALAUPUN MASIH DALAM TAHAP EXPERIMENT) !",1,Winter Rain
2023-08-07 08:21:58,"Membantu banget gak kaya google kalo di tanyain malah suruh cari di web ribet lama,ini the best",5,Mui Jung
2023-08-07 06:39:55,very good,5,suryajaya land
2023-08-07 03:36:07,sayang bgt terakhir update 2021,5,Da Ji
2023-08-07 00:45:25,"Pokokny semua nyaris jadi mudah fengan hadirnya chat gvt . Ta k,s alot",5,Moh Endang
2023-08-06 11:47:51,Sangat bagus ✴️,5,Muh Arga
2023-08-06 11:30:24,nice,5,gilang geery
2023-08-06 11:04:54,"Kenapa untuk android versi nougat tidak bisa dibuka ya aplikasinya,apakah tidak suport?",5,Yogak Julian
2023-08-06 06:27:13,Amazing,5,Iim salimah Salimah
2023-08-05 16:13:45,"Network error terus, hampir gak bisa digunakan. Padahal jaringan bagus. Uninstall aja deh, tidak berguna",1,Andy Marisa
2023-08-05 14:54:46,menakjubkan,5,Rivan Khan
2023-08-05 09:20:31,Update selalu AI nya biar mantap,5,Rama Ahmad
2023-08-04 15:18:23,"Keren aku jadi semakin malas Berfikir😉, Eh Bercanda Dengan Ini jadi membuat Mudah Pekerjaaan",5,Eagle Spy
2023-08-04 08:36:02,"Bagus tapi, tolong tambahkan fitur untuk menyimpan chat yg lama, untuk nantinya dipakai lagi seperti versi web",5,Yulius Evan Karunia
2023-08-04 06:16:22,"Sudah bagus, tapi masih ada bug yg mengganggu, ketika sedang mengetik lalu meng space akan menghilangkan sebagaian text, itu sangat menyulitkan pengguna seperti saya, semoga di perbaiki.",3,ᷫ
2023-08-04 00:38:38,"Responsif dan sabar ,🤣🤣",5,Tanca Skd
2023-08-03 23:20:32,"Bug: Fullscreen text editing tidak terlihat saat Dark Mode Update: Now it's fixed after the update, thank you",5,Satria Bumi
2023-08-03 22:07:22,susah amat loginnya,1,Hadier Al Ghanie
2023-08-03 17:42:55,Bingung,1,Giggsto Aurelio
2023-08-03 14:01:25,"Menurut ku aplikasi nya bagus tetapi tolong pengetahuan AI nya ditambahkan, agar AI nya semakin pintar dan dapat menjawab pertanyaan dengan tepat.",5,Apriazri Haidhar Alzam
2023-08-03 13:28:44,Jika ai ini memiliki perasaan maka ini akan menjadi luar biasa!,5,Afif Said K Z
2023-08-03 04:06:47,Goodjobs,5,sutomo official
2023-08-03 03:33:45,Oke the best,5,Didil Girit
2023-08-03 02:10:26,"Kalau ada script kode, bisa langsung salin tanpa memilih teks, tentu tanpa menghilangkan fitur tersebut",4,shinji choube
2023-08-03 01:03:12,Sangat bermanfaat ☆☆☆☆☆,5,M. Faiq Agustian
2023-08-02 23:43:08,Very helpfully for me.,5,Asep Rohimat
2023-08-02 23:18:55,Masa apk ini tidak bisa di download di HP saya yang satunya padahal versi sistem HP sy sudah yang terbaru. Tolong dong bisain download ke HP redmi 6A,1,Sofia Hade
2023-08-02 16:09:19,best banget ini boskuh,5,abdullah abdullah
2023-08-02 15:54:08,gacor kang,5,pratama magha
2023-08-02 13:52:52,Best lah ini aplikasi,5,Hady VyfeTwo
2023-08-02 13:05:31,Gacooorrrrr kanggggg,5,Afzah Hafizd
2023-08-02 12:56:55,"Chatgpt terbaik sepanjang masa, memiliki Akses tanpa batasan",5,Rangga Epra Lukas
2023-08-02 12:17:22,"Blm update database tahun berjalan, masih stuck di September 2021",3,Selamat Riyadi
2023-08-02 10:31:25,"Ini nih yang ditunggu, aplikasi chatbot yang asli. Soalnya pas baca artikel ada aplikasi chatbot yang mengandung virus. Untuk aplikasinya responnya cepat, bisa bahasa indonesia, beberapa fiturnya mirip kayak di web. Pokoknya bagus!",5,It'z Kurumi
2023-08-02 10:01:30,"Terimakasih,semoga bisa terus ditingkatkan lagi, seperti ditambah kan fitur auto teks to speech",5,Ahmad Yani
2023-08-02 05:15:21,Thanks chatGPT,5,Haposan Situmeang
2023-08-02 01:59:27,Rekomended 👍,5,Tri Pujianto
2023-08-02 01:24:18,❤️👍,5,E L H A D I
2023-08-01 21:18:05,Aplikasi sangat membantu,5,M Sofyan Murtadlo
2023-08-01 16:09:40,mantap,5,Account1
2023-08-01 14:46:01,"ai yang sangat bodoh,,",1,Yoshimori Sumimura
2023-08-01 14:21:52,"Bagus chatgpt, bisa ngebantu untuk ngerjain tugas",5,Ahmad Fauzan Yaafi
2023-08-01 13:57:49,Susah login,1,Ahmad Kholil
2023-08-01 13:42:51,Sorry but I can't Join because I not have a Phone Number.,3,Alvian Sahulata
2023-08-01 12:21:41,sangat membantu the best pokonya,5,Fikal Erlama
2023-08-01 12:00:28,"Aplikasi yg sangat membantu untuk aku yg males ribet mengerjakan tugas sekolah, tinggal tulis soal jawaban langsung muncul no ribet2. The best aplikasinya",5,Nda Lexa
2023-08-01 11:22:24,Bagus banget ini!,5,DANA Willy
2023-08-01 10:25:44,I like it,5,Nur Ardi
2023-08-01 10:21:52,Sangat bagus apk nya bagus buat coding,5,Muhammad Hafidz
2023-08-01 05:05:31,"Best ai chat gpt,good job!!!",5,Jonatan Geraldo Jojo
2023-08-01 05:03:26,Terlalu OP,5,Alfin Fahri Riandi
2023-08-01 04:35:16,Bagus namun sayang harus diupdate pembendaraan wawasan nya semoga kedepan lebih baik dan bagus lagi,5,Philipus HandyMan
2023-08-01 04:05:07,Alhamdulillah udah tersedia di mobile 😊,5,Ahmad Ainul Yaqin
2023-08-01 03:42:27,"Bagus aplikasi ini sangat membantu, dan gratis.",5,Sukijo sukijo
2023-08-01 03:40:25,Bagus deh,4,Ach Sirodjudin
2023-07-31 19:39:16,the application is cool and useful,5,Yogi Irawan
2023-07-31 17:35:10,"Ga bisa login, alasannya koneksi tidak stabil padahal ga ada masalah",1,zz
2023-07-31 14:49:51,Mantul (mantap betul),5,azfa muzakki
2023-07-31 14:22:19,Mantull,5,Firman
2023-07-31 13:45:45,Mantap,5,Mukhsin 07
2023-07-31 13:31:40,"Aplikasi sudah bagus , tapi mohon untuk menjwab soal secara akurat dan jangan ada yang salah. Jawaban boleh berbeda tapi untuk pengguna yang berbeda , yang penting jawabannya benar semua.",5,Rizzy Hack
2023-07-31 12:12:56,Kerenn,5,Yehezkiel Sebastian Milala
2023-07-31 11:20:25,"Bagus, terimakasih Karena sudah memberikan premium gratis🤓",5,YabesRafhael
2023-07-31 11:07:01,Aplikasi ini sangat membantu saya dalam membuat ide konten dan kalimat promosi suatu barang,4,Muhammad ihsan
2023-07-31 08:09:56,I have been waiting for you,5,Rafli Rahman Ramdani
2023-07-31 07:59:23,Bagus,5,Farid Ibrahimovich
2023-07-31 06:37:30,Bagus responnya lumayan cepat,5,Djumadil
2023-07-31 04:23:02,"Oke lah, cuma infonya masih sebatas sampai september 2021. Kalau sudah update mungkin lebih josss lagi...",4,Damianus Sukardi
2023-07-31 01:48:29,"Respon yg cepat dan tersedia berbagai bahasa. Sangat rekomendasi bagi kalian yg selalu di PHP sama si doi. Tapi dgn ini pesan anda pasti dijawab. Dan tentu saja tidak perlu menunggu lama. Baik juga bagi anda yg kehabisan ide,tanya saja pasti anda akan menemukan ide baru.",5,Awan Harmawan
2023-07-30 22:22:04,Untuk fitur plugin nya tolong tambahkan,3,Dilan Andorra
2023-07-30 14:56:27,Do Anythink Now #sidebrain,5,POS KOE
2023-07-30 14:20:03,Sangat membantu sekalu,5,Nadya Nelly
2023-07-30 12:51:20,"Banyak yang mengalami kesulitan untuk login, saya berharap developer memperhatikan ini 🙏",2,Braiyen King
2023-07-30 12:31:21,Baik,5,Rahmat Dani
2023-07-30 12:01:05,"Tolong bantu saya, buka app chatgpt dgn hp vivo y21",3,Stepanus Lejiu
2023-07-30 08:28:32,"Tolong dong perbaiki kembali aplikasinya, saya mencoba masuk tapi selalu tidak bisa! Mohon responya",1,Jamal crb22
2023-07-30 07:48:46,tingkatkan,5,Afandi 013
2023-07-30 07:32:39,"The application is good, but for features like the web or desktop version (such as being able to generate previous user responses and being able to see previous responses that were overwritten by the new generate).",5,Dimas Aditya
2023-07-30 07:11:58,Keren,4,Fron Studio
2023-07-30 06:57:01,Bingung harus kasih bintang berapa masalahnya mau coba login gak bisa terus muncul keterangan disuruh set waktu dan tanggal padahal waktu dan tanggal udah sesuai untuk Indonesia,1,Kiki Permana (QyorcaArt)
2023-07-30 04:43:36,"Udah bagus, cuma saran saya , dinext update tolong tambahkan edit pesan yang sudah dikirim, seperti yang di web",4,Rizal
2023-07-30 04:20:47,Sangat membantu👍,5,Enriqe Glazio Alqi Reza
2023-07-30 03:11:40,"aplikasi bagus banget, sangat berguna",5,Daffa Al Ghifari
2023-07-30 00:18:29,Good,5,Muhammad Zakariyya
2023-07-29 19:56:15,Untuk sementara tidak ada masalah pada aplikasi ini.,4,W Anggara
2023-07-29 17:20:13,Mantap sekali,5,Arif Hidaya
2023-07-29 16:09:58,Lumayan,5,Irwansyah -
2023-07-29 14:33:49,Bagus sih cuma chat GPT memiliki akses data/info sampai September 2021 saja,4,Syarifki Al faisal
2023-07-29 14:22:58,Tolong agar teks pertanyaannya bisa di edit ulang atau di sunting seperti di versi webnya.,5,Yunus
2023-07-29 13:41:33,Great app,5,Ghost Bob
2023-07-29 13:35:06,Sejauh ini bagus! Tingkatkan Dev. Kalo bisa untuk source code kasih warna agak terlihat bagus,5,Reza Febriansyah
2023-07-29 13:32:43,"Sangat bagus, jawabannya menggunakan kalimat yang lebih mudah dicerna dibandingkan dengan versi webnya. Semua fitur juga berjalan dengan baik.",5,Nofa Saidana
2023-07-29 13:21:57,"SUKA BANGET WOI, AKHIRNYA CHATGPT ADA DI ANDROID",5,Zazar
2023-07-29 13:15:54,Bagus fast respon kaya versi Web nya,5,Afry namja Mahesa
2023-07-29 12:56:25,"Versi apk sangat bagus👌 Cepat sekali respon untuk pertanyaan"" yang kita ajukan💯",5,Stainard Rarsina
2023-07-29 12:51:02,"Sangat membantu untuk mencari segala macam informasi, dan penjelasan nya sangat mudah di pahami.",5,Muhammad Aldi Nugraha
2023-07-29 12:41:35,"Lumayan, coba perbaiki lagi histori chat nya karena kadang masih suka menghilang padahal gak dihapus.",4,salman
2023-07-29 11:46:36,"Sebagai user, saya sudah cukup lama menggunakan chatgpt ini, namun saya lebih suka memakai website nya daripada apk nya, sya kasih 4",4,Nurjaman XSimer
2023-07-29 10:47:09,Bagus,5,犬が私の子犬を食べました
